location_id,year,subregion,elevation_m,latitude,longitude,heat_days_30,heat_days_35,heat_days_38,max_summer_tmax,mean_summer_tmax,heatwave_max_streak,gdd_growing_season,spring_frost_days,spring_severe_frost_days,min_spring_tmin,annual_precip_mm,summer_precip_mm,dry_days,max_consecutive_dry_days,climate_stress_year
BC11,2010,Baixo Corgo,92,41.1795,-7.7125,32,1,0,35.6,27.44782608695652,1,1595.0,5,2,-2.8,1098.4,65.60000000000001,250,45,1
BC11,2011,Baixo Corgo,92,41.1795,-7.7125,12,1,0,35.6,25.497826086956525,1,1684.7000000000003,2,1,-2.2,826.9000000000001,47.199999999999996,271,24,0
BC11,2012,Baixo Corgo,92,41.1795,-7.7125,21,0,0,34.4,24.809782608695652,0,1364.0,1,0,-0.1,676.3,56.7,265,30,0
BC11,2013,Baixo Corgo,92,41.1795,-7.7125,31,6,0,36.5,27.20434782608696,5,1557.6999999999998,2,1,-2.8,1043.0,28.599999999999998,258,38,1
BC11,2014,Baixo Corgo,92,41.1795,-7.7125,11,0,0,32.4,24.80434782608696,0,1479.3,1,0,-0.6,1291.1999999999998,68.00000000000001,232,24,0
BC11,2015,Baixo Corgo,92,41.1795,-7.7125,24,0,0,34.5,27.172826086956523,0,1583.7,1,0,-0.1,680.2,57.599999999999994,281,37,0
BC11,2016,Baixo Corgo,92,41.1795,-7.7125,39,2,0,35.1,27.756521739130434,1,1614.1000000000001,4,0,-0.6,1214.8,45.4,245,40,0
BC11,2017,Baixo Corgo,92,41.1795,-7.7125,34,4,0,36.2,27.811956521739134,3,1801.0,1,0,-1.7,548.1,27.1,298,49,1
BC11,2018,Baixo Corgo,92,41.1795,-7.7125,29,4,1,38.7,26.458695652173915,4,1634.4999999999998,1,0,-0.7,907.5,106.1,258,46,1
BC11,2019,Baixo Corgo,92,41.1795,-7.7125,21,1,0,35.2,25.90434782608696,1,1487.8,1,0,-0.7,908.5999999999999,77.9,262,27,0
BC11,2020,Baixo Corgo,92,41.1795,-7.7125,46,2,0,36.8,27.453260869565216,1,1628.2,0,0,1.3,806.7,33.099999999999994,254,34,0
BC11,2021,Baixo Corgo,92,41.1795,-7.7125,25,1,0,35.1,26.666304347826088,1,1488.5,0,0,0.7,791.4000000000001,54.2,266,29,0
BC11,2022,Baixo Corgo,92,41.1795,-7.7125,59,17,5,41.0,29.942391304347826,6,1891.7000000000003,3,0,-1.3,855.3,65.0,255,49,1
BC11,2023,Baixo Corgo,92,41.1795,-7.7125,34,4,3,39.8,27.921739130434784,3,1801.7999999999997,2,0,-1.0,947.2,69.69999999999999,258,30,1
BC11,2024,Baixo Corgo,92,41.1795,-7.7125,39,5,1,38.6,28.34347826086957,2,1635.9,1,0,-0.5,895.9000000000001,50.900000000000006,252,65,1
BC12,1995,Baixo Corgo,610,41.0605,-7.7825,17,1,0,36.7,26.446739130434782,1,1644.6999999999998,1,0,-0.4,1036.5,98.10000000000001,250,40,0
BC12,1996,Baixo Corgo,610,41.0605,-7.7825,23,0,0,33.0,26.197826086956525,0,1435.2,3,0,-1.6,1148.5,46.7,227,17,0
BC12,1997,Baixo Corgo,610,41.0605,-7.7825,13,0,0,33.0,23.585869565217394,0,1503.4,0,0,3.6,1180.6,194.00000000000003,235,40,0
BC12,1998,Baixo Corgo,610,41.0605,-7.7825,30,5,0,35.7,27.064130434782605,5,1509.1000000000001,1,0,-0.7,795.5,86.69999999999999,259,26,1
BC12,1999,Baixo Corgo,610,41.0605,-7.7825,14,0,0,33.8,25.767391304347825,0,1400.1999999999998,0,0,0.4,904.0999999999999,93.39999999999998,260,29,0
BC12,2000,Baixo Corgo,610,41.0605,-7.7825,19,0,0,32.3,25.264130434782615,0,1366.6,1,0,-0.1,1147.6999999999998,46.3,238,30,0
BC12,2001,Baixo Corgo,610,41.0605,-7.7825,23,0,0,34.1,25.391304347826086,0,1462.7000000000003,0,0,0.6,1151.0,82.79999999999998,255,42,0
BC12,2002,Baixo Corgo,610,41.0605,-7.7825,8,0,0,32.4,25.37173913043478,0,1355.8,2,0,-1.0,1053.0,58.4,244,20,0
BC12,2003,Baixo Corgo,610,41.0605,-7.7825,27,8,0,35.9,26.546739130434784,4,1567.0,0,0,1.9,1044.4,104.9,249,29,1
BC12,2004,Baixo Corgo,610,41.0605,-7.7825,13,0,0,33.4,26.110869565217396,0,1523.0000000000002,3,2,-4.2,595.5999999999999,93.5,283,29,0
BC12,2005,Baixo Corgo,610,41.0605,-7.7825,36,2,0,35.5,28.240217391304352,2,1705.3,9,5,-4.7,644.8,21.0,288,39,1
BC12,2006,Baixo Corgo,610,41.0605,-7.7825,35,2,0,35.3,27.186956521739134,1,1709.6000000000001,3,1,-2.4,1023.3999999999999,99.9,258,28,0
BC12,2007,Baixo Corgo,610,41.0605,-7.7825,6,0,0,34.7,24.03478260869565,0,1399.5,2,0,-0.9,559.1,96.20000000000002,274,25,0
BC12,2008,Baixo Corgo,610,41.0605,-7.7825,12,0,0,34.0,24.66739130434783,0,1274.4,2,0,-1.5,741.5,38.9,252,15,0
BC12,2009,Baixo Corgo,610,41.0605,-7.7825,21,0,0,32.7,25.71630434782608,0,1553.3999999999999,0,0,0.3,949.0999999999999,83.9,255,31,0
BC12,2010,Baixo Corgo,610,41.0605,-7.7825,31,1,0,35.3,27.403260869565223,1,1618.4,6,1,-2.8,1077.8999999999999,66.3,248,54,1
BC12,2011,Baixo Corgo,610,41.0605,-7.7825,12,0,0,34.8,25.438043478260873,0,1711.8999999999999,3,0,-1.4,794.5999999999999,47.49999999999999,266,36,0
BC12,2012,Baixo Corgo,610,41.0605,-7.7825,20,0,0,34.1,24.736956521739128,0,1395.8999999999999,1,0,-0.1,679.5,50.900000000000006,268,30,0
BC12,2013,Baixo Corgo,610,41.0605,-7.7825,32,4,0,36.3,27.131521739130434,4,1589.6,2,1,-2.5,1012.0,26.8,263,38,1
BC12,2014,Baixo Corgo,610,41.0605,-7.7825,8,0,0,31.8,24.65760869565218,0,1494.1999999999998,1,0,-0.4,1211.1,65.8,232,28,0
BC12,2015,Baixo Corgo,610,41.0605,-7.7825,23,0,0,34.3,27.045652173913037,0,1614.8000000000002,0,0,0.2,632.5000000000001,49.0,282,44,1
BC12,2016,Baixo Corgo,610,41.0605,-7.7825,38,2,0,35.1,27.68152173913044,1,1644.6000000000001,2,0,-0.2,1146.7,47.400000000000006,245,40,0
BC12,2017,Baixo Corgo,610,41.0605,-7.7825,31,3,0,36.3,27.70978260869565,2,1798.8,2,0,-1.8,506.8,42.300000000000004,293,47,1
BC12,2018,Baixo Corgo,610,41.0605,-7.7825,25,4,0,37.3,26.277173913043477,4,1621.6999999999998,4,0,-0.7,888.9000000000001,105.79999999999998,253,44,1
BC12,2019,Baixo Corgo,610,41.0605,-7.7825,19,1,0,35.6,25.831521739130434,1,1485.2999999999997,1,0,-0.5,837.6,76.30000000000001,265,27,0
BC12,2020,Baixo Corgo,610,41.0605,-7.7825,48,2,0,36.5,27.35217391304348,1,1621.1,1,0,-0.7,752.9000000000001,27.700000000000003,260,61,1
BC12,2021,Baixo Corgo,610,41.0605,-7.7825,24,1,0,35.4,26.511956521739126,1,1488.6,1,0,-0.2,742.4,68.2,271,24,0
BC12,2022,Baixo Corgo,610,41.0605,-7.7825,58,18,6,41.3,29.83695652173913,9,1905.3999999999996,4,0,-1.6,778.5999999999999,68.6,256,41,1
BC12,2023,Baixo Corgo,610,41.0605,-7.7825,34,4,3,39.9,27.80217391304348,3,1817.6,1,1,-3.6,917.8,66.1,261,55,1
BC12,2024,Baixo Corgo,610,41.0605,-7.7825,35,5,1,38.5,28.36304347826087,2,1670.4,0,0,0.1,837.2,57.9,257,46,1
CC01,1995,Cima Corgo,105,41.192,-7.542,48,4,1,39.3,29.42173913043479,1,2153.9999999999995,0,0,2.7,818.0,86.5,261,40,0
CC01,1996,Cima Corgo,105,41.192,-7.542,43,8,0,36.1,29.243478260869562,6,1942.7000000000003,1,0,-0.5,951.5,46.8,248,27,0
CC01,1997,Cima Corgo,105,41.192,-7.542,37,4,0,36.5,26.7,3,2044.0999999999997,0,0,5.5,959.3,151.00000000000003,250,41,0
CC01,1998,Cima Corgo,105,41.192,-7.542,61,13,5,38.8,30.133695652173916,7,1984.6999999999998,0,0,0.8,603.2,63.6,272,26,0
CC01,1999,Cima Corgo,105,41.192,-7.542,51,7,0,36.9,29.053260869565225,4,1920.1000000000001,0,0,1.8,734.8,81.69999999999999,271,28,0
CC01,2000,Cima Corgo,105,41.192,-7.542,44,8,0,35.8,28.430434782608696,2,1860.1000000000001,0,0,1.5,920.9000000000001,37.7,252,48,0
CC01,2001,Cima Corgo,105,41.192,-7.542,54,8,0,37.2,28.79782608695652,3,1983.8,0,0,3.1,932.7,69.30000000000001,268,42,0
CC01,2002,Cima Corgo,105,41.192,-7.542,39,2,0,35.7,28.659782608695654,1,1868.3999999999999,1,0,-0.1,901.4,43.0,257,20,0
CC01,2003,Cima Corgo,105,41.192,-7.542,55,21,8,39.2,29.90869565217391,15,2099.3,0,0,4.1,853.5999999999999,97.0,262,29,1
CC01,2004,Cima Corgo,105,41.192,-7.542,56,7,0,36.7,29.506521739130434,3,2037.9999999999995,1,1,-2.6,467.5,64.2,299,30,0
CC01,2005,Cima Corgo,105,41.192,-7.542,75,18,1,38.5,31.629347826086953,4,2243.7999999999997,3,2,-2.9,533.3,21.9,296,39,1
CC01,2006,Cima Corgo,105,41.192,-7.542,69,13,2,39.0,30.452173913043477,6,2247.6,1,0,-0.3,856.8999999999999,76.0,261,27,0
CC01,2007,Cima Corgo,105,41.192,-7.542,32,3,1,38.8,27.243478260869566,2,1899.7999999999997,0,0,0.9,461.4,82.5,283,46,0
CC01,2008,Cima Corgo,105,41.192,-7.542,29,4,0,37.9,28.063043478260866,2,1795.0999999999997,0,0,0.6,599.0,25.5,270,21,0
CC01,2009,Cima Corgo,105,41.192,-7.542,54,8,0,36.3,29.28586956521739,4,2082.5,0,0,3.0,746.7,58.199999999999996,275,50,1
CC01,2010,Cima Corgo,105,41.192,-7.542,69,13,1,38.2,30.391304347826086,5,2111.0000000000005,1,0,-0.4,903.6,54.9,260,54,1
CC01,2011,Cima Corgo,105,41.192,-7.542,51,6,1,38.5,28.62391304347826,2,2235.8,0,0,0.3,678.8000000000001,42.3,278,36,0
CC01,2012,Cima Corgo,105,41.192,-7.542,46,11,1,38.0,28.315217391304344,3,1897.3999999999996,0,0,2.3,529.9000000000001,37.2,284,35,0
CC01,2013,Cima Corgo,105,41.192,-7.542,62,17,4,38.9,30.20434782608696,9,2061.7,1,0,-0.8,800.9000000000001,21.200000000000003,267,38,1
CC01,2014,Cima Corgo,105,41.192,-7.542,35,3,0,36.2,28.09565217391304,2,2045.0,0,0,1.5,952.6,40.4,251,28,0
CC01,2015,Cima Corgo,105,41.192,-7.542,64,13,1,38.2,30.47717391304348,3,2165.0,0,0,2.4,528.4,51.8,289,30,0
CC01,2016,Cima Corgo,105,41.192,-7.542,70,22,1,37.7,30.80434782608695,6,2140.2999999999997,0,0,1.6,932.5,32.800000000000004,256,40,1
CC01,2017,Cima Corgo,105,41.192,-7.542,69,17,3,38.7,30.61195652173914,6,2379.8,0,0,0.1,507.80000000000007,23.599999999999998,296,50,1
CC01,2018,Cima Corgo,105,41.192,-7.542,65,13,4,40.8,29.3195652173913,6,2168.6,0,0,1.3,816.7,87.6,262,46,0
CC01,2019,Cima Corgo,105,41.192,-7.542,56,7,1,38.5,28.87608695652174,2,2047.6,0,0,3.3,790.4000000000001,65.1,270,27,0
CC01,2020,Cima Corgo,105,41.192,-7.542,68,23,1,39.8,30.352173913043476,6,2206.6000000000004,0,0,3.7,710.3999999999999,27.6,271,56,1
CC01,2021,Cima Corgo,105,41.192,-7.542,51,9,0,37.9,29.647826086956524,3,2082.5,0,0,2.4,705.3,51.199999999999996,279,29,0
CC01,2022,Cima Corgo,105,41.192,-7.542,84,45,21,43.4,33.17934782608696,14,2495.8999999999996,0,0,1.4,773.3,52.5,263,61,1
CC01,2023,Cima Corgo,105,41.192,-7.542,72,13,4,42.1,30.69347826086957,5,2394.7000000000003,0,0,0.9,829.0,56.2,264,55,1
CC01,2024,Cima Corgo,105,41.192,-7.542,62,16,5,41.2,31.167391304347827,9,2195.8,0,0,2.9,777.8000000000001,39.800000000000004,266,65,1
CC02,1995,Cima Corgo,350,41.2185,-7.5035,28,1,0,37.7,27.77065217391304,1,1809.3999999999996,0,0,1.0,818.0,86.5,261,40,0
CC02,1996,Cima Corgo,350,41.2185,-7.5035,31,0,0,34.4,27.59021739130435,0,1595.5,4,1,-2.1,951.5,46.8,248,27,0
CC02,1997,Cima Corgo,350,41.2185,-7.5035,23,0,0,34.9,25.05760869565218,0,1691.8,0,0,3.9,959.3,151.00000000000003,250,41,0
CC02,1998,Cima Corgo,350,41.2185,-7.5035,40,6,0,37.2,28.484782608695657,5,1656.6999999999998,1,0,-0.8,603.2,63.6,272,26,0
CC02,1999,Cima Corgo,350,41.2185,-7.5035,28,2,0,35.3,27.40434782608695,1,1571.3999999999996,0,0,0.2,734.8,81.69999999999999,271,28,0
CC02,2000,Cima Corgo,350,41.2185,-7.5035,29,0,0,34.1,26.78478260869565,0,1528.8000000000002,1,0,-0.1,920.9000000000001,37.7,252,48,0
CC02,2001,Cima Corgo,350,41.2185,-7.5035,33,2,0,35.6,27.152173913043477,1,1638.2999999999997,0,0,1.5,932.7,69.30000000000001,268,42,0
CC02,2002,Cima Corgo,350,41.2185,-7.5035,20,0,0,34.0,27.018478260869568,0,1528.6999999999998,1,0,-1.8,901.4,43.0,257,20,0
CC02,2003,Cima Corgo,350,41.2185,-7.5035,44,15,0,37.5,28.266304347826086,12,1755.2,0,0,2.4,853.5999999999999,97.0,262,29,1
CC02,2004,Cima Corgo,350,41.2185,-7.5035,24,1,0,35.1,27.86086956521739,1,1702.3999999999999,2,1,-4.3,467.5,64.2,299,30,0
CC02,2005,Cima Corgo,350,41.2185,-7.5035,54,6,0,36.8,29.983695652173914,3,1898.2,8,3,-4.6,533.3,21.9,296,39,1
CC02,2006,Cima Corgo,350,41.2185,-7.5035,52,5,0,37.3,28.79673913043479,3,1893.1000000000004,3,0,-1.9,856.8999999999999,76.0,261,27,0
CC02,2007,Cima Corgo,350,41.2185,-7.5035,18,1,0,37.1,25.592391304347824,1,1554.2,2,0,-0.7,461.4,82.5,283,46,0
CC02,2008,Cima Corgo,350,41.2185,-7.5035,23,1,0,36.2,26.413043478260875,1,1456.1999999999998,2,0,-1.0,599.0,25.5,270,21,0
CC02,2009,Cima Corgo,350,41.2185,-7.5035,37,0,0,34.7,27.634782608695648,0,1745.6,0,0,1.3,746.7,58.199999999999996,275,50,1
CC02,2010,Cima Corgo,350,41.2185,-7.5035,49,3,0,36.5,28.743478260869566,1,1766.6999999999998,5,0,-2.0,903.6,54.9,260,54,1
CC02,2011,Cima Corgo,350,41.2185,-7.5035,27,1,0,36.8,26.96630434782608,1,1881.4000000000003,2,0,-1.4,678.8000000000001,42.3,278,36,0
CC02,2012,Cima Corgo,350,41.2185,-7.5035,32,4,0,36.4,26.67065217391305,2,1577.0,0,0,0.6,529.9000000000001,37.2,284,35,0
CC02,2013,Cima Corgo,350,41.2185,-7.5035,45,7,0,37.2,28.544565217391302,5,1730.0,3,1,-2.5,800.9000000000001,21.200000000000003,267,38,1
CC02,2014,Cima Corgo,350,41.2185,-7.5035,19,0,0,34.6,26.438043478260873,0,1696.4,1,0,-0.2,952.6,40.4,251,28,0
CC02,2015,Cima Corgo,350,41.2185,-7.5035,42,4,0,36.6,28.829347826086952,3,1811.4,0,0,0.7,528.4,51.8,289,30,0
CC02,2016,Cima Corgo,350,41.2185,-7.5035,52,8,0,36.0,29.153260869565216,2,1800.3999999999996,0,0,-0.0,932.5,32.800000000000004,256,40,1
CC02,2017,Cima Corgo,350,41.2185,-7.5035,48,8,0,37.7,29.102173913043476,3,1975.1000000000001,1,0,-0.9,539.5,51.0,291,28,1
CC02,2018,Cima Corgo,350,41.2185,-7.5035,42,5,2,38.9,27.642391304347825,5,1776.3000000000002,3,1,-2.1,918.5,88.1,263,62,1
CC02,2019,Cima Corgo,350,41.2185,-7.5035,39,1,0,36.8,27.34565217391304,1,1672.5,1,0,-0.2,804.8,77.1,266,27,0
CC02,2020,Cima Corgo,350,41.2185,-7.5035,56,4,1,38.2,28.876086956521732,1,1806.8999999999999,0,0,1.5,729.3,28.8,275,61,1
CC02,2021,Cima Corgo,350,41.2185,-7.5035,39,3,0,36.5,28.23913043478261,1,1673.1999999999998,1,0,-0.4,704.1,39.199999999999996,277,29,0
CC02,2022,Cima Corgo,350,41.2185,-7.5035,69,33,12,42.2,31.73478260869565,12,2106.8,4,0,-0.9,767.6000000000001,30.1,268,41,1
CC02,2023,Cima Corgo,350,41.2185,-7.5035,53,7,3,40.3,29.120652173913047,4,1988.6,3,2,-3.5,838.0,83.5,272,80,1
CC02,2024,Cima Corgo,350,41.2185,-7.5035,51,9,2,39.7,29.73804347826087,3,1802.7999999999997,0,0,1.0,814.2,62.4,262,52,1
CC04,1995,Cima Corgo,175,41.1735,-7.538,37,1,1,38.4,28.470652173913045,1,1955.0,0,0,1.7,818.0,86.5,261,40,0
CC04,1996,Cima Corgo,175,41.1735,-7.538,39,1,0,35.1,28.290217391304346,1,1741.1999999999998,3,0,-1.4,951.5,46.8,248,27,0
CC04,1997,Cima Corgo,175,41.1735,-7.538,26,1,0,35.6,25.757608695652166,1,1840.1000000000004,0,0,4.6,959.3,151.00000000000003,250,41,0
CC04,1998,Cima Corgo,175,41.1735,-7.538,51,7,0,37.9,29.184782608695652,5,1795.2999999999997,1,0,-0.1,603.2,63.6,272,26,0
CC04,1999,Cima Corgo,175,41.1735,-7.538,35,2,0,36.0,28.10434782608696,1,1718.1,0,0,0.9,734.8,81.69999999999999,271,28,0
CC04,2000,Cima Corgo,175,41.1735,-7.538,38,1,0,34.8,27.48478260869565,1,1664.5,0,0,0.6,920.9000000000001,37.7,252,48,0
CC04,2001,Cima Corgo,175,41.1735,-7.538,37,5,0,36.3,27.852173913043476,3,1782.2,0,0,2.2,932.7,69.30000000000001,268,42,0
CC04,2002,Cima Corgo,175,41.1735,-7.538,28,0,0,34.7,27.71847826086957,0,1670.6999999999998,1,0,-1.1,901.4,43.0,257,20,0
CC04,2003,Cima Corgo,175,41.1735,-7.538,48,17,3,38.2,28.96630434782608,14,1898.8000000000002,0,0,3.1,853.5999999999999,97.0,262,29,1
CC04,2004,Cima Corgo,175,41.1735,-7.538,38,2,0,35.8,28.560869565217395,2,1842.5999999999997,2,1,-3.6,467.5,64.2,299,30,0
CC04,2005,Cima Corgo,175,41.1735,-7.538,60,9,0,37.5,30.683695652173913,3,2044.1000000000001,7,3,-3.9,533.3,21.9,296,39,1
CC04,2006,Cima Corgo,175,41.1735,-7.538,58,10,1,38.0,29.49673913043478,4,2042.7999999999997,3,0,-1.2,856.8999999999999,76.0,261,27,1
CC04,2007,Cima Corgo,175,41.1735,-7.538,25,3,0,37.8,26.292391304347824,2,1699.3000000000002,0,0,-0.0,461.4,82.5,283,46,0
CC04,2008,Cima Corgo,175,41.1735,-7.538,26,1,0,36.9,27.11304347826087,1,1597.7000000000003,1,0,-0.3,599.0,25.5,270,21,0
CC04,2009,Cima Corgo,175,41.1735,-7.538,45,1,0,35.4,28.334782608695644,1,1885.3,0,0,2.0,746.7,58.199999999999996,275,50,1
CC04,2010,Cima Corgo,175,41.1735,-7.538,58,7,0,37.2,29.44347826086957,2,1911.6000000000004,3,0,-1.3,903.6,54.9,260,54,1
CC04,2011,Cima Corgo,175,41.1735,-7.538,31,4,0,37.5,27.666304347826088,2,2031.5,1,0,-0.7,678.8000000000001,42.3,278,36,0
CC04,2012,Cima Corgo,175,41.1735,-7.538,37,6,0,37.1,27.370652173913037,3,1709.5999999999997,0,0,1.3,529.9000000000001,37.2,284,35,0
CC04,2013,Cima Corgo,175,41.1735,-7.538,53,13,0,37.9,29.244565217391305,8,1869.3000000000002,3,0,-1.8,800.9000000000001,21.200000000000003,267,38,1
CC04,2014,Cima Corgo,175,41.1735,-7.538,25,2,0,35.3,27.13804347826087,1,1843.7000000000003,0,0,0.5,952.6,40.4,251,28,0
CC04,2015,Cima Corgo,175,41.1735,-7.538,51,6,0,37.3,29.52934782608696,3,1961.3999999999999,0,0,1.4,528.4,51.8,289,30,0
CC04,2016,Cima Corgo,175,41.1735,-7.538,58,12,0,36.7,29.85326086956521,5,1943.5,0,0,0.7,932.5,32.800000000000004,256,40,1
CC04,2017,Cima Corgo,175,41.1735,-7.538,47,8,0,37.3,29.195652173913043,3,2072.5,1,0,-1.3,507.80000000000007,23.599999999999998,296,50,1
CC04,2018,Cima Corgo,175,41.1735,-7.538,46,6,3,39.4,27.897826086956517,5,1878.9,2,0,-0.1,816.7,87.6,262,46,0
CC04,2019,Cima Corgo,175,41.1735,-7.538,37,1,0,37.0,27.44782608695652,1,1751.7,0,0,1.9,790.4000000000001,65.1,270,27,0
CC04,2020,Cima Corgo,175,41.1735,-7.538,59,7,1,38.4,28.925,2,1901.4,0,0,2.3,710.3999999999999,27.6,271,56,1
CC04,2021,Cima Corgo,175,41.1735,-7.538,39,3,0,36.5,28.227173913043483,1,1775.1,0,0,0.9,705.3,51.199999999999996,279,29,0
CC04,2022,Cima Corgo,175,41.1735,-7.538,71,32,12,42.0,31.75217391304348,12,2197.7,1,0,-0.1,773.3,52.5,263,61,1
CC04,2023,Cima Corgo,175,41.1735,-7.538,53,7,3,40.7,29.27173913043479,4,2087.5,1,0,-0.5,829.0,56.2,264,55,1
CC04,2024,Cima Corgo,175,41.1735,-7.538,50,10,2,39.8,29.747826086956525,4,1894.3000000000002,0,0,1.5,777.8000000000001,39.800000000000004,266,65,1
CC05,1995,Cima Corgo,240,41.142,-7.4025,19,1,0,37.4,26.768478260869568,1,1579.0,1,0,-0.2,818.0,86.5,261,40,0
CC05,1996,Cima Corgo,240,41.142,-7.4025,25,0,0,33.2,26.460869565217394,0,1364.9,7,1,-3.3,951.5,46.8,248,27,0
CC05,1997,Cima Corgo,240,41.142,-7.4025,16,0,0,33.6,24.041304347826085,0,1448.5,0,0,3.0,959.3,151.00000000000003,250,41,0
CC05,1998,Cima Corgo,240,41.142,-7.4025,33,5,0,35.9,27.440217391304348,5,1445.9,4,1,-2.2,603.2,63.6,272,26,1
CC05,1999,Cima Corgo,240,41.142,-7.4025,21,0,0,34.5,26.55760869565217,0,1365.4,3,0,-1.1,734.8,81.69999999999999,271,28,0
CC05,2000,Cima Corgo,240,41.142,-7.4025,21,0,0,33.0,25.859782608695646,0,1342.0,1,0,-1.5,920.9000000000001,37.7,252,48,0
CC05,2001,Cima Corgo,240,41.142,-7.4025,27,0,0,34.4,26.255434782608692,0,1428.8999999999999,0,0,0.2,932.7,69.30000000000001,268,42,0
CC05,2002,Cima Corgo,240,41.142,-7.4025,16,0,0,32.9,26.110869565217396,0,1322.5,3,1,-2.8,901.4,43.0,257,20,0
CC05,2003,Cima Corgo,240,41.142,-7.4025,31,10,0,36.5,27.38804347826087,4,1541.6000000000001,0,0,1.4,853.5999999999999,97.0,262,29,1
CC05,2004,Cima Corgo,240,41.142,-7.4025,16,0,0,34.1,26.925,0,1498.0,6,2,-5.0,467.5,64.2,299,30,0
CC05,2005,Cima Corgo,240,41.142,-7.4025,42,2,0,36.3,29.059782608695652,2,1695.3,12,8,-5.4,533.3,21.9,296,39,1
CC05,2006,Cima Corgo,240,41.142,-7.4025,39,2,0,36.0,27.797826086956523,1,1667.7,4,3,-3.2,856.8999999999999,76.0,261,27,1
CC05,2007,Cima Corgo,240,41.142,-7.4025,10,1,0,36.0,24.618478260869566,1,1328.1000000000001,3,0,-1.4,461.4,82.5,283,46,0
CC05,2008,Cima Corgo,240,41.142,-7.4025,18,1,0,35.0,25.620652173913044,1,1253.7,5,1,-2.4,599.0,25.5,270,21,0
CC05,2009,Cima Corgo,240,41.142,-7.4025,30,0,0,33.1,26.83913043478261,0,1549.5,2,0,-0.4,746.7,58.199999999999996,275,50,1
CC05,2010,Cima Corgo,240,41.142,-7.4025,34,1,0,35.1,27.716304347826092,1,1545.9,8,3,-3.4,903.6,54.9,260,54,1
CC05,2011,Cima Corgo,240,41.142,-7.4025,15,1,0,35.3,26.048913043478265,1,1644.5,5,2,-2.4,678.8000000000001,42.3,278,36,0
CC05,2012,Cima Corgo,240,41.142,-7.4025,31,3,0,35.6,25.97826086956522,1,1409.8000000000002,3,0,-0.9,529.9000000000001,37.2,284,35,0
CC05,2013,Cima Corgo,240,41.142,-7.4025,30,4,0,35.9,27.550000000000004,4,1520.3,6,3,-3.0,800.9000000000001,21.200000000000003,267,38,1
CC05,2014,Cima Corgo,240,41.142,-7.4025,14,0,0,33.6,25.54347826086957,0,1477.5,1,0,-1.7,952.6,40.4,251,28,0
CC05,2015,Cima Corgo,240,41.142,-7.4025,32,1,0,35.9,27.95652173913043,1,1601.9999999999998,1,0,-0.1,528.4,51.8,289,30,0
CC05,2016,Cima Corgo,240,41.142,-7.4025,42,1,0,34.8,28.14021739130435,1,1588.7000000000003,5,0,-1.0,932.5,32.800000000000004,256,40,0
CC05,2017,Cima Corgo,240,41.142,-7.4025,30,4,0,36.1,27.73043478260869,2,1759.7,3,0,-2.0,486.4,55.5,287,49,1
CC05,2018,Cima Corgo,240,41.142,-7.4025,25,5,0,37.5,26.25869565217391,5,1571.0,3,2,-3.2,760.4,82.4,258,51,1
CC05,2019,Cima Corgo,240,41.142,-7.4025,25,1,0,36.1,26.178260869565214,1,1469.9,1,0,-0.8,682.9000000000001,62.0,270,27,0
CC05,2020,Cima Corgo,240,41.142,-7.4025,48,2,0,36.5,27.735869565217396,1,1596.4,0,0,0.4,672.8,31.500000000000004,272,65,1
CC05,2021,Cima Corgo,240,41.142,-7.4025,26,1,0,36.4,26.967391304347824,1,1463.9,2,0,-0.4,673.3000000000001,61.900000000000006,268,29,0
CC05,2022,Cima Corgo,240,41.142,-7.4025,63,24,6,41.4,30.321739130434782,9,1894.9,6,0,-1.9,690.5999999999999,53.9,264,41,1
CC05,2023,Cima Corgo,240,41.142,-7.4025,31,4,3,39.5,27.829347826086952,3,1779.1,3,3,-3.9,786.8,76.3,264,72,1
CC05,2024,Cima Corgo,240,41.142,-7.4025,37,4,1,38.0,28.358695652173914,2,1616.7,0,0,0.5,810.7,79.69999999999999,257,51,1
CC06,1995,Cima Corgo,520,41.126,-7.384,26,1,1,38.0,27.418478260869566,1,1715.2999999999997,0,0,0.5,818.0,86.5,261,40,0
CC06,1996,Cima Corgo,520,41.126,-7.384,28,0,0,33.9,27.107608695652175,0,1495.2999999999997,5,1,-2.7,951.5,46.8,248,27,0
CC06,1997,Cima Corgo,520,41.126,-7.384,21,0,0,34.2,24.69239130434783,0,1588.1,0,0,3.7,959.3,151.00000000000003,250,41,0
CC06,1998,Cima Corgo,520,41.126,-7.384,39,5,0,36.5,28.08152173913044,5,1570.8,2,0,-1.5,603.2,63.6,272,26,0
CC06,1999,Cima Corgo,520,41.126,-7.384,26,1,0,35.2,27.209782608695654,1,1495.5,1,0,-0.5,734.8,81.69999999999999,271,28,0
CC06,2000,Cima Corgo,520,41.126,-7.384,25,0,0,33.7,26.513043478260872,0,1464.9,1,0,-0.8,920.9000000000001,37.7,252,48,0
CC06,2001,Cima Corgo,520,41.126,-7.384,30,1,0,35.0,26.897826086956524,1,1560.9,0,0,0.8,932.7,69.30000000000001,268,42,0
CC06,2002,Cima Corgo,520,41.126,-7.384,19,0,0,33.5,26.75978260869565,0,1451.8,2,1,-2.2,901.4,43.0,257,20,0
CC06,2003,Cima Corgo,520,41.126,-7.384,39,13,0,37.2,28.033695652173908,12,1671.6999999999998,0,0,2.1,853.5999999999999,97.0,262,29,1
